text,label,source,restaurant,stars
"⭐⭐⭐⭐⭐ 5/5 — Absolutely Outstanding Experience!

Tokyo Hibachi Catering was phenomenal, and Kevin was truly unbelievable! From start to finish, the entire experience exceeded expectations. Kevin brought incredible energy, skill, and showmanship to the event — everyone was entertained and amazed. The food was fresh, perfectly cooked, and full of flavor — restaurant quality (if not better!).

Kevin went above and beyond to make sure every guest had a great time. He was professional, fun, and made the entire experience unforgettable. It’s rare to find someone who can deliver top-tier food and a fantastic performance like that.

I can’t recommend Tokyo Hibachi Catering — and especially Kevin — highly enough. If you’re looking to turn your event into something truly special, this is the team to book!",1,google_maps,Tokyo Hibachi Catering,5
"You  wanna have a blast? Get Kevin in your backyard, sit back, relax and let the good times roll!",1,google_maps,Tokyo Hibachi Catering,5
Excellent service and great tasting food,1,google_maps,Tokyo Hibachi Catering,5
Food was bomb 🔥 10/10 recommend,1,google_maps,Tokyo Hibachi Catering,5
good guy food really good. amazing service from jack,1,google_maps,Tokyo Hibachi Catering,5
Very humorous and professional. Very good presence,1,google_maps,Tokyo Hibachi Catering,5
"Vincent was excellent!!!
Great presentation and food was delicious!!!",1,google_maps,Tokyo Hibachi Catering,5
Great job!!,1,google_maps,Tokyo Hibachi Catering,5
Thank you Vincent!  This was a fantastic way to celebrate a special occasion,1,google_maps,Tokyo Hibachi Catering,5
Vincent did a great private party!!,1,google_maps,Tokyo Hibachi Catering,5
"Great time with Vincent, he put a show on for our family and my grandmas birthday",1,google_maps,Tokyo Hibachi Catering,5
Randy was awesome!!!   Great job!!,1,google_maps,Tokyo Hibachi Catering,5
Noah was the best chef!,1,google_maps,Tokyo Hibachi Catering,5
Sean was amazing and the food was fantastic.,1,google_maps,Tokyo Hibachi Catering,5
Kevin was awesome. Very entertaining and a great chef!!,1,google_maps,Tokyo Hibachi Catering,5
"Fantastic food, service and entertainment!",1,google_maps,Tokyo Hibachi Catering,5
"Vincent was our chef, and by far the best one I’ve ever had! He puts on a great show, has a great vibe about him, and interacts with the crew while eating. I recommend everybody ask for Vincent!",1,google_maps,Tokyo Hibachi Catering,5
VINCENT IS AMAZING!!!  Best night ever,1,google_maps,Tokyo Hibachi Catering,5
Vincent is the man. His skills were so sick. Especially the volcano flaming tower,1,google_maps,Tokyo Hibachi Catering,5
10 outta 10!,1,google_maps,Tokyo Hibachi Catering,5
Best bday ever!,1,google_maps,Tokyo Hibachi Catering,5
"Thank you Maddie for the amazing service.
Food was delicious definitely recommend.",1,google_maps,Manhatta,5
"By far the best service I’ve ever had at a meal, like perfect clockwork and the meal and views where terrific",1,google_maps,Manhatta,5
Super!!! 😍😍,1,google_maps,Manhatta,5
"An amazing dinner experience, because it is an experience. Personalized service was very impressive.",1,google_maps,Manhatta,5
Enjoyed brunch at Manhatta 🥂—great rooftop vibes and creative dishes. NYC mornings never felt so fancy and fun.,1,google_maps,Manhatta,5
"We had an absolutely incredible experience at Manhatta for my friend’s birthday! From the moment we walked in, the entire staff made her feel so special—everyone went out of their way to congratulate her. We were lucky enough to get a stunning window seat with a breathtaking view of the city. There was even a thoughtful birthday card waiting for us on the table! The food was of the highest quality and the service was flawless. They truly know how to make an occasion feel grand. Highly recommend!",1,google_maps,Manhatta,5
"A friend recommended and wow. We had a phenomenal meal and exceptional service. Highly recommend for the view, the food, and the service.",1,google_maps,Manhatta,5
"I've never been to a fine dining restaurant before. But, it was my parents' anniversary, so I decided it was worth a shot.

The staff custom made anniversary cards and provided us with complimentary desserts as well. Everyone was very nice and accommodating, really warm atmosphere coupled with the view of NYC 60 stories up.

The food too - although they weren't the largest portions, everything was delicious. Some dishes had a bit too much sauce and saltiness for my liking, but you cannot deny the quality and craft that goes into it.

While it is pricey, around $140 for the four course set, I would still recommend it for special occasions if you want to celebrate or ball out for once.",1,google_maps,Manhatta,5
"Absolute fantastic dinner there. Very class and chic. Waiters were so kind, menu perfectly balanced. Will definitely come back.",1,google_maps,Manhatta,5
An almost perfect experience with my wife. All we were missing was the pink roses I asked for.,1,google_maps,Manhatta,5
Lovely place,1,google_maps,Eddie's Pizza,5
"The parking lot is so filthy and dirty. Seems like the business does not care about the cleaniless of where their clients park their car before going to eat. There aren't any public trash cans on the parking lot, which might contribute to the issue. There is no front parking, so people are forced to park in the dirty parking lot",0,google_maps,Eddie's Pizza,1
"Classic treasure, good food, good Waiter service and prices are reasonable.",1,google_maps,Eddie's Pizza,5
"Eddies Pizza is my favorite. Their bar pie is crispy, thin and perfection.",1,google_maps,Eddie's Pizza,5
By far the best pizza around,1,google_maps,Eddie's Pizza,5
Highly Recommend,1,google_maps,Eddie's Pizza,5
"I been going to Eddie's since I was a little boy... no joke! My parents use to own a shop nearby and it was great, don't let this place fool you, looks like some typical pizza joint - nah, this place has some amazing history and is a bar pie place and has some amazing food. The chicken dishes are amazing, you can get cherry peppers on your bar pie which make it very amazing. Every  waiter and waitress here is super nice and kind. They have a jukebox, this place feels like a gangster hangout and it is amazing. Awesome old movie posters on the walls, this place is great! It is very nostalgic for me at 25 years old but this place also rubs my heart that this is what old NY was like, this place gives off that vibe of a NY very long gone... We can cheerish and enjoy it here.

The food is great, the vibe is great, everyone is great. I am unsure if the man with grey hair works here still but he was amazing also such a funny kind guy. TRY THIS PLACE! Have a coors and relax and feel like you're one of the gangsters who would import it illegally to the East Coast back in the day :)",1,google_maps,Eddie's Pizza,5
"The worst pizza we've had, even the presentation of the pizza, the slices was not cut evenly.",0,google_maps,Eddie's Pizza,1
Get the bar pie. It's fab,1,google_maps,Eddie's Pizza,5
"The best of the best. Lives up to the hype. If Turtle and Vinny (Entourage) like it, so do I. Try the fried eggplant pizza. You won’t regret it.",1,google_maps,Eddie's Pizza,5
Great food,1,google_maps,Eddie's Pizza,5
The best pizza EVER! I've been going there for over 40 years.,1,google_maps,Eddie's Pizza,5
Tough barking but always worth it.,1,google_maps,Eddie's Pizza,4
The bar pies are always great. Service was very good as well,1,google_maps,Eddie's Pizza,5
"What's not to love of Eddie's. Old school throwback. Then the food and service outstanding. Antipasto salad, chicken Parm and pizza all top shelf",1,google_maps,Eddie's Pizza,5
Exceeded every expectation. We celebrated our anniversary here and felt so taken care of.,1,google_maps,Manhatta,5
The experience was amazing. The food is wonderful and the services is a 20/10. I would recommend this place to anyone. The price you pay is 200% worth it. Amazing!,1,google_maps,Manhatta,5
"An Amazing Experience! Spent my birthday here and the service, food, views and seating were impeccable! Just perfect! The tasting menu was incredible! Fois gras, tempura octopus, beef, lobster, desserts,  inspired menu! Just divine! Service went above and beyond to make my sister and I feel comfortable, informed and fully enjoy our dining. Can I give 6 stars?! I can't say enough great things! We will be back and I highly recommend! Thank you, Manhattan! :D",1,google_maps,Manhatta,5
"Probably one of the best resturants ive tried traveling around the world. Their 4 course meal was amazing. And they showed their thanks and warm welcome in amazing ways throughout, before, and after the dinner for my choice with them to celebrate. And dont even get me started on the view, the window seat they put me in was like another day being on top of the empire state building.",1,google_maps,Manhatta,5
Cool bar with amazing views.,1,google_maps,Manhatta,5
"Incredible views, friendly staff, and excellent recommendations. The food was phenomenal!",1,google_maps,Manhatta,5
"You will have an amazing dining experience!
The views are breadth taking.",1,google_maps,Manhatta,5
"Fantastic food, service, can’t complain - And the view: delightful.",1,google_maps,Manhatta,5
Great spot for a special occasion or a nice night out. I (very politely) requested a table by a window when I made my reservation and we were seated at an amazing booth for two. Service was lovely. Coat check available before you head up in the elevators. We will be back!,1,google_maps,Manhatta,5
"The food doesn’t taste so good. But I’m buying for the view and vibe and service anyways, which it delivers. But still food isn’t great",1,google_maps,Manhatta,4
One of a kind dining experience with an amazing view. The true contemporary cuisine represents NYC beautifully. I personally loved the subtle touch of Korean flavors mixed in. The cocktails were amazing too.,1,google_maps,Manhatta,5
"Great thin sized pizza
The sauce is tasty and the toppings are excellent.  My neighbood pizzarias is the best",1,google_maps,Eddie's Pizza,5
"The pizza it’s so delicious, a lot of choices to make your favorite. The server Mili was amazing.",1,google_maps,Eddie's Pizza,5
"We're going here for over 30 years. Very disappointed the other day as the waiter barely Spoke to us and the bartender wanted nothing to do with us.
I understand people have bad days.
I tried several times to talk to the bartender with the ponytail asking about the history of the place and he really wanted nothing to do with me",1,google_maps,Eddie's Pizza,4
"Best pizza 🍕 in NY.  Our waitress Victoria was accommodating and knew everything on the menu!! It's nice to see such a nice accommodating person ☺️.  10gold Stars!! Thank you. Will be back, we're in new jersey, we came here upon recommendation!",1,google_maps,Eddie's Pizza,5
Good service,1,google_maps,Eddie's Pizza,5
Great place I have been going here since I’m a kid the same pizza,1,google_maps,Eddie's Pizza,5
"Great Pizza and didn't get to see my favorite girl ""Loraine""  I will have to come back again (Soon)",1,google_maps,Eddie's Pizza,5
Best pizza i ever had,1,google_maps,Eddie's Pizza,5
"Omg, I don't know why people say this is the greatest pizza.. you walk in the door and it stinks of an old dirty bar... The thin crust pizza was fair at best ....never again!!",0,google_maps,Eddie's Pizza,2
"I don’t usually leave bad reviews, but this place really let me down. The pizza was a disaster — extremely floppy, the sauce tasted like it came straight out of a cheap can with zero flavor, and the dough itself tasted cheap and low quality. I also tried the lasagna and for $18 I was given a tiny sliver that was nowhere near worth the price. The garlic knots were undercooked and doughy in the middle, which just made things worse.

The staff themselves were fine — friendly and trying their best — but the storefront has a literal hole and has gone downhill so badly. Unfortunately, the food is just terrible and not worth coming back for.",0,google_maps,Eddie's Pizza,1
A CLASSIC pizza joint,1,google_maps,Eddie's Pizza,5
"Everything is fine
Ultra fast delivery
Overall LOVE IT",1,google_maps,Eddie's Pizza,5
The best of the best,1,google_maps,Eddie's Pizza,5
"This place really deserves 6 stars for service.  I have never been anywhere where their food timing was so good.  All the courses were right on time and they had little treats in between.  This was the first time I had been also first time in New York for my 4th anniversary.   I'm coming back if I ever go to NYC again.

Bonus - We got a sweet window seat so had a cool view of the city.",1,google_maps,Manhatta,5
"Great ambiance, would be a cute date spot with the nice views!

My friend and I did the the 4 course meal. I ordered the burrata, octopus, duck, and the an Asian toast dessert. Everything tasted great overall, but wasn't a huge fan of the thick breading on the octopus. Dinner took almost 3 hours, which felt a bit long, but service was attentive the whole time.",1,google_maps,Manhatta,4
An expensive but unique food and view experience,1,google_maps,Manhatta,5
One word: amazing.,1,google_maps,Manhatta,5
Drinks are great dessert too,1,google_maps,Manhatta,5
"place soo cool. we visited 6:30 they have coursed meniu 3-4 course u can pick , so i would recommend to think about it first what youd like to eat . service so nice . everyone asking how we feeling , if we needed something . very nice place to talk have date night kinda fancy 🪞🍸🪐🍹🪩",1,google_maps,Manhatta,5
Love this restaurant and will be back for dinner,1,google_maps,Manhatta,5
Good cocktails and the view is awesome.,1,google_maps,Manhatta,5
It was our anniversary and it was such a great experience!,1,google_maps,Manhatta,5
"Went here for my 69th birthday with my wife and 23 yr old daughter today. They carded my daughter and she had left her ID in her coat which was checked on the 1st floor. They didn’t believe she was of age even though we had a picture on our phone of her passport, and made her go back from the 60th floor restaurant back to the 1st floor to get her ID. They basically called us liars. This was very upsetting. Especially when we were spending a minimum of $1000 on food alone. I cancelled our wine bottle order, but since it was Valentines day we knew all other restaurants were booked so we stayed. Very upsetting!",0,google_maps,Manhatta,1
Ordered only one drink for the two of us to share and the waiter naturally served it in two glasses.,1,google_maps,Manhatta,5
"I had a great experience at this restaurant. The atmosphere was welcoming and comfortable. The staff were friendly and provided excellent service. Everything was well prepared and presented nicely. The place was clean and well organized. Overall, I really enjoyed my visit and would recommend this restaurant to others. ⭐",1,google_maps,The Landing,5
Great spot on the second floor for breakfast. It definitely a spot for those who know it is there ie business people in the area vs tourists. It was quiet and relaxed at breakfast time. Great coffee and the staff was so attentive and kind. They have gluten free bread and can ensure meals are gluten free. I'd recommend it and will visit again.,1,google_maps,The Landing,5
The food was fantastic. The drinks were amazing. The ambiance was beautiful. The location was perfect. The waiter we had Ali was more enchanted with my date then doing his job. He only talked to her like i wasnt there. But I will say one of the bus boys made mybdate some honey mustard because they didnt have any and made the meal. 100 percent will come back next wouldn't want tone served by Ali he needs.tompay attention to every customer. I was never rude just ignored.,1,google_maps,The Landing,5
"Great experience. Loved the bar scene especially. Bartenders were great mixologists as well as conversationalist. It was an experience.

And it is tucked away in the MSG complex. Worth the extra effort to find it.",1,google_maps,The Landing,5
"Went to a fantastic bar / lounge near MSG / Penn Station / Herald's Square today. It's called the Landing in 1 Penn Plaza, Manhattan, NYC.

Second floor. Live music / DJ, no cover, and fantastic drinks and service. Cocktails run about $18 a pop. Upscale. Huge lounge area with big screens frequently with sports content. Comfortable seating and even areas to sit down with a laptop and take calls / meetings.

Great area to chill while waiting for an event or train. Meet up place for friends or business.

Bathrooms are unisex and super clean.

I'll take photos next time. It's a hidden gem. Thank me later folks.",1,google_maps,The Landing,5
The Landing .   One of my favorite places to eat.  Santiago is a great asset to this restaurant.  I come here often and when he sees me he always greets me and provides the best customer  service.,1,google_maps,The Landing,5
"Delish, reasonably priced dinner; attentive service; they were sympathetic and accommodating when I had to change my reservation due to my train breaking down on the way there. This is my new go to NYC spot!",1,google_maps,The Landing,5
Great place for breakfast/lunch. Nice atmosphere and very friendly service (thank you Hanna),1,google_maps,The Landing,5
"Food and drinks were fine. The experience, however, was ruined, by the waiter shaming us into providing an 18% tip, instead of a 20% tip. (both were options displayed on the card reader, mind you)

After paying the bill, he stared at us and then said:
""Is this your first time here?""
""Yes""
""Are you residents in the building?""
""No""
He then condescendingly said ""Ah, that makes sense"".

Unprofessional and petty behaviour.",0,google_maps,The Landing,1
"Nos encantó este lugar. La comida estuvo espectacular y los cócteles fueron de lo mejor de la noche. Todo se sintió fresco, bien preparado y con muy buena atención. 100% recomendado. Excelente  SANTIAGO",1,google_maps,The Landing,5
"The place is very cozy, highly recommended!!! The salmon bowl was exquisite. The service was a little slow, but thanks to Santiago's excellent cocktails, the wait was pleasant.",1,google_maps,The Landing,5
"I recently had the chance to check out the Landing, and I have to say , it definitely exceeded my expectations.",1,google_maps,The Landing,5
"I had a great experience at The Lending restaurant. I was blown away by their beet humus! You all must try that!
My food was fresh and yummy. I had a birthday celebration of my mom in there and they gave us complimentary champagne glasses.",1,google_maps,The Landing,5
Very good food and social spot for drinks. Would rate 4.5 stars.,1,google_maps,The Landing,4
So good! Food was fantastic! Service was great. Everything was perfect we loved it .,1,google_maps,The Landing,5
One of my favorite places in Midtown! The food is always good and the staff is so lovely. Great place to bring friends or clients!,1,google_maps,The Landing,5
"""Started off strong initially. Food was good The portion of our party of 5 who drank alcohol they were attentive to refill but the child and adult drinking water not all all… we sat there for over 20 minutes without water or refill. Once dinner was served not sure we ever saw him until he wanted to know about dessert and again no attention to water refill. We were getting a free dessert so we ordered one thinking that was the free one but no he charged us and brought us another one so we had two and didn’t eat them.  We felt like he was trying to increase the bill for a bigger tip..
FYI water drinkers will tip well if they have water in their glass!",0,google_maps,The Landing,2
"Das Restaurant hat ein sehr schönes Ambiente.

Obwohl wir nicht ""Business schick"" angezogen waren, wurden wir von dem Personal, insbesondere Wendy, super bedient.

Die Qualität des Essens war wirklich exzellent und auf den Punkt gebraten (Steak).

Immer wieder gerne 🙂‍↕️",1,google_maps,The Landing,5
The Landing is a fantastic spot for breakfast meetings in NYC.,1,google_maps,The Landing,5
"Very nice place, full of light, friendly service.
The food looks fantastic, but after-taste is a challenge due to sauces and oils…
Keep in mind Openning Hours (8-10 am for breakfast, 11.00am+ for lunch…)",1,google_maps,The Landing,4
"Love this place when I visit the Madison Square Garden for shows - so close , so good and so easy",1,google_maps,The Landing,5
"I went yesterday after my friend recommended this restaurant and I can see why.

Our waitress, Daniela, was so attentive and kept checking in on us. She suggested the special sushi and it was so delicious ! We also had the chance to try the fall sangria and golden cocktails which were also great.

The vibe was nice and Daniela made our experience memorable. We’ll definitely come back !",1,google_maps,The Landing,5
Great pre game ! Cool vibe! Great menu.,1,google_maps,The Landing,5
"The Landing: where exceptional drinks meet unforgettable food experiences.”
Drinks taste better when Santiago’s behind the bar.”",1,google_maps,The Landing,5
"We had an absolutely wonderful time celebrating here, and the atmosphere and menu variety make this a must-visit. The kitchen and bar both hit high notes, delivering an elevated yet comfortable dining experience!!
Menu highlights: Cavatelli Bolognese, charcuterie board, FRENCH DIP, STEAK FRITES, and i think we got Thursday special which was Steak Burrito as i believed
that was really good too, For the cocktail: Try Morning Glory ✨",1,google_maps,The Landing,5
Food was great I had salmon and it was perfect for business lunch. Will be back…,1,google_maps,The Landing,5
Great food and service! Had the Peri peri chicken and loved it.,1,google_maps,The Landing,5
"I held court here for client meetings @ AdWeek 2026 and the staff could not have been more accommodating.  From offering to keep me at my same table throughout the day, to remembering my drink order and helping guide clients through the menu - it was fantastic.  Excellent for a quick lunch or quiet dinner - ⭐️⭐️⭐️⭐️⭐️",1,google_maps,The Landing,5
"Surprisingly amazing food. Squash soup, Asian salad and the burger were fantastic",1,google_maps,The Landing,5
"Went with my family as we visited the city this past summer just for a family trip. We randomly just picked a place with good reviews.  However, we were blown out the WATER! The chef was so amazing! And the seasonal menu was so great! That hummus and starter that were out of this world! The main entrees were to die for! From the starters to the main menu every single thing impressed me.The seasoning and the way everything infused together was wonderful. It wasn’t just eating it was an experience!",1,google_maps,The Landing,5
Excellent service! Atenas was amazing and made the experience incredible. What a great crew of people. Will be coming back with friends because of how excellent the staff here was and treated us. World class!,1,google_maps,The Landing,5
Went there for the restaurant week men and turned out to be a really great experience!! The value was amazing compared to other restaurants. The view was stunning as well. Also the servers were super nice,1,google_maps,Manhatta,5
"Visited for the 5th time on February 2nd for a special birthday lunch.  Great service, food, and views. It was busy on a Monday lunch service, would recommend reservations.  Can’t wait to return.",1,google_maps,Manhatta,5
"Incredible experience, period. For people visiting from out of town like my wife and I, we are foodies and love to the explore the best of the best in the area. NY is obviously not short on food options but I couldn't help but make a reservation at Manhatta. It was everything we were looking for. The views were out of this world - looking over literally the entire city. The service was above par, friendly and welcoming, the atmosphere felt like we were in a movie dining in the clouds, and the food was insane. Probably some of the best sea bass I've ever had..yet, all the food was exceptional too.",1,google_maps,Manhatta,5
Würde auf jeden Fall weiterempfehlen,1,google_maps,Manhatta,5
Super expérience .,1,google_maps,Manhatta,5
"The view of the city is amazing and manhatta knows it; they have binoculars placed around the restaurant to take in the views. To go along with the sights, the restaurant has a really amazing menu with great seafood. The prize however is the burger which is spectacular. My sister and mom who aren't typical burger connoisseurs highly enjoyed it. Do yourself a favor and slice the pickle and add it to the burger, it brings the acidity that completes the meal.",1,google_maps,Manhatta,5
"Vista mozzafiato sullo skyline, cibo buono e ben presentato.",1,google_maps,Manhatta,4
"不到12點去到仍有大部分窗口位置，訂台時候remark左窗口位 就算無都無可能比bar台 ，何況有，個光光地頭經理解釋態度完全感受唔到誠意，員工成日圍埋一堆傾計 😂食物賣相OK 但吾足以比80分 個椰子🥥朱古力甜品 裡面一層拖肥，甜到完全無食，安慰自己一秒係為左個景去
bar台前就係對住廚房的爐頭 ，熱到起飛，烘住塊面，不是餐飲酒的bar台",0,google_maps,Manhatta,1
we visited for our anniversary and every single member of the team told us happy anniversary. the attention to detail was immaculate.,1,google_maps,Manhatta,5
Very enjoyable experience. Food was well prepared and service was smooth and friendly.,1,google_maps,Manhatta,5
The burger is really unbelievable!,1,google_maps,Manhatta,5
"Everything was great- from the food, to the service, however, the only thing that bothered me was that they sat us away from the window, and when a window seat opened up, I kindly asked if we could be switched. I got a response back over 10 minutes later, and they proceeded to sit someone else there. It was my wife’s birthday and I wanted her to get the view- They didn’t see to care. Overall though, the experience was too good to let that moment ruin it all. Highly recommend!",1,google_maps,Manhatta,5
"Perfect Panorama and view over the city.
Very frosty service - hardly any smile. Did not feel very welcome.
Drinklist is long but pricey

Cocktails taste between average and aweful - bit too much of experimental style (bacon in a Gin cocktail)

We would not return - there are way better bars in the city",0,google_maps,Manhatta,2
"I can’t say enough about this restaurant. From the moment you walk in, the experience is exceptional. The coat check gentleman was an absolute pleasure to speak with, escorting us up in the elevator before we were warmly greeted at the restaurant. Everyone genuinely seemed happy to be there. The views are stunning, the staff just as amazing, and you never feel rushed—you’re truly able to enjoy every course at your own pace. I would absolutely recommend coming here.",1,google_maps,Manhatta,5
I normally don’t like fancy restaurants but the food here was genuinely great and the view alone is breathtaking.,1,google_maps,Manhatta,5
"Great food, great views great service and great atmosphere",1,google_maps,Manhatta,5
Food was amazing!,1,google_maps,Manhatta,5
Don’t come here! The place was moldy and run down. The server Juan was very unpleasant and the pizza was extremely underwhelming. So disappointed.,0,google_maps,Eddie's Pizza,1
Good,1,google_maps,Eddie's Pizza,5
This use to be our go to spot. Went there tonight and both the hostess and waitress were rude.  Worst of all the food was bad. Tastes like they switched the tomato sauce out for ketchup on the pizza.,0,google_maps,Eddie's Pizza,2
"This place has been around since my parents were kids, and there's no question why the best bar pies on Long Island and delicious wings too!",1,google_maps,Eddie's Pizza,5
"The BEST pizza in the world for the 60 years I've been going!!!  Ray's in the Village was awesome until they closed but for different reasons and still nowhere close to Eddie's.  I remember as a young boy going into the kitchen and hanging with Eddie and watching him bounce around and cook and tell me/us how he does it.  Nothing has changed, the recipe, the atmosphere is still Eddie's.  I live in Florida now, since 1972, and I go to NY at least once a year if not for a Met game then at least for a minimum of one Eddie's pie.  I've raised my 5 kids to continue the tradition and the too love Eddie's.  We always will.  Anybody who has not gone, you better go!!!!  Not only is the thin crust pizza amazing, but literally any and every menu item is absolutely the best/perfect in every traditional Italian way. You can close your eyes and taste Eddie's touch all over everything!!!!  I miss you Eddie, but I see you every time I go visit you :-)  With love and great memories......Charlie",1,google_maps,Eddie's Pizza,5
Muito pequeno,1,google_maps,Eddie's Pizza,5
