text,label,source
"One of the best breakfast places here in the East Valley.  Excellent quality, monthly specials to die for and fantastic service.  \n\nWhen we walked in, we were told today \""""20 minute wait.\""""  Less than ten minutes later, we were at our table.  My point?  Under promise and over deliver = standard operating procedure at Crackers!",1,huggingface_baseline
"If you like Elitism, and rude sales people, and inflated prices this is the right place to go.....\n\nVery good selections which sucks because I won't be buying a single thing here after my experience today.\n\nAfter dropping off my Carbon Wheel to get a new tire fitted, and to be checked I bought a rear brake setup for my Volume, they had a few less expensive ones which seemed perfect for my commuter bike.\n\nAfter getting home I discovered non of the pieces fit, took proper measurements and came back to exchange for the correct pieces.  What I got instead was major attitude from several of the employees, and they stated that my bike was probably not made right and a cheap piece and that all brakes were universal......what they got was me canceling my tire, and refunding my money for the brake.\n\nI drove right up the road to Tempe bicycle (whom I loathe but also have a lot in stock) who were miraculously able to have the very pieces I was looking for to get my brake setup, for much less....\n\nSeriously this place blows donkeys and I won't be  back here ever....it sucks because their repair staff seemed nice an knowledgable.\n\nTheres better places in town try Kore, REI, or Sport Chalet....or even online, Usually when you have inflated prices the way these guys do the customer service makes up for it.....in this case it does not.\n\n\nOn a side note I am still fighting with them to get the $200 I spent there and immediatley returned it because I found the same product for $50 right down the road at Tempe Bike..... \n\nSo far they have given me several excuses as to why they haven't been able to return my money as well as given me a bogus authorization number.....shady business practices from this company buyer beware.",0,huggingface_baseline
Food was not good.  It was gross.  Every dish we ordered was disgusting.  Go someplace else.,0,huggingface_baseline
"Food = 4 Stars\nService = 1 Star\nLocation = 3 Stars because the patio was closed and this is where we originally wanted to sit  :(\n\nI came here on a Sunday evening, It was PACKED! We had to give our IDs to the desk to get a table pager; which I found uncomfortable with. 20 minutes later, our party of 4 gets a nice booth in the back. The server was cute but seemed rushed. We gave her our cocktail order and it took about 10 minutes for her to bring them back. Most of the ice appeared melted already in my Margarita but it tasted Awesome even though the salt had all fallen off. \n\nWe placed our order for the apps and food and that was the last we saw our server for the night until paytime. The chips and Guacamole were awesome. I really enjoyed the salsa as well. My salad was rather boring, so I was going to ask the server to bring me some black beans or something to add to it, but sadly she never came back so I ate it how it was. Everyone else had mexican dishes and loved their dinners. The refried beans were really good.  \n\nI never was offered a water or cocktail refill :( I was freaking thirsty by the end of my meal!! My poor Bf tried the spicy sauce and had nothing to wash it down with by sour cream lol \n\nWe wait for what seemed like and endless time for the girl to bring the check after we had finished our meals. My bf wanted dessert, but it wasn't offered so we paid and left. \n\nI would go back... But definitely not let her wait on me.",0,huggingface_baseline
This is probably the worst Sushi I've ever eaten In Las Vegas.\nWe ordered two chicken teriyaki's they came cold like someone had cooked them long time ago and hard like the plates.\nI order food with no shellfish; they brought it with selfish.\n\nThe service is horrific;  I was embarrassed to bring my family here.\nThe servers were mess and did not know what they were doing.\nAbsolutely sad,0,huggingface_baseline
"The groomers there werent very nice to my dog, hes very sweet and well behaved. When I got my cat groomed she still had loose hairs all over her. However, there hours are great! 8 am-8 pm. It cost about $65 bucks to bathe and groom my cat. More money for my dogs.",0,huggingface_baseline
"Never go here! I was denied being sold alcohol because they assumed I had been drinking because I mentioned that I had just left a club, where I had gone to line dance.  Please keep in mind it was 10:00PM on a Saturday night, they wouldn't even sell me fruit!!!!",0,huggingface_baseline
"I went to this location for a work lunch the restaurant was able to accommodate our large group of 40 people. The wait staff would have to be the highlight of the experience. The lay out was great for large groups and the decor was fairly modern. I would say the set up of the actual buffet was rather confusing and the food served didn't seem to be the healthiest options. Most of the food was of brown or white color, not green, orange, yellow, red-- you know-- fruits and veggie options. A wide selection of desserts to tickle your after meal fancy..",0,huggingface_baseline
"You know there's a problem when the guys are separated from the ladies for pat downs and purse inspections at the front door. Was I being arrested or is this common check in practice at this establishment? The door staff seemed to find pleasure in bossing patrons around and may be taking their hostess authority a little too far. There's nothing special beyond the threshold here either. The venue, cocktail quality and staff all tragically fail. The only glimmer of hope rests on the ghetto-tastic music that leads to contagious head boppin' & bootty shakin'.  The music was great and is the only reason why I give two stars but I don't plan on ever returning.",0,huggingface_baseline
They are growing on me. My favorite Cheese steak place is Philadelphia Sandwich company in Old town. But Corleones just opened here and it's close AND they deliver. Been twice and food was good. And they do their fries well done. Unlike 5 Guys right around the corner in the same parking lot. Plus Corleones has an old Philly favorite- Tastykakes! YAY!!,1,huggingface_baseline
"Even though the dishes average $10- they are big portions.  Great for sharing.. Pho for $10?? pretty expensive right? But you don't have to leave the hotel if you are staying here, so that is the convenience... the yellow noodles were just okay, i liked the pho a lot better, and I was very surprise they are very generous with their portions, so generous that the 2nd time we went back, we had to request for less noodles and more broth.. the noodle soups here are loaded with lots of noodles, lots of meat and beef balls which is great since you get a lot for what you pay for.  I would definitely recommend sharing because they are big portions..Only thing I didn't like was the crappy bowl that it came in...It was too flimsy and hard to eat...Definitely a great spot to come to cure hangovers if you are staying at the Rio..",1,huggingface_baseline
Dead Roach on the Bamboo on my steam dumpling basket. I got up and left. This is the only time i've gotten up and left besides an hour wait at Denny's.  F'ing gross!!,0,huggingface_baseline
Its ok. I just expected better. food was microwaved and flavorless.,0,huggingface_baseline
I would recommend Apex. Ron took the time to explain my options and I am happy with their work. My Chrysler 300 looks great!,1,huggingface_baseline
Unprofessional manager & general manager. Would not let me return cracked smart TV.  Writing a letter to corp office about store.  Mooresville store DID let me return faulty device. Props to Mooresville,0,huggingface_baseline
"This is very hard for me to say but... Lavo Day party might be my most favorite thing to do in Vegas.  I have done ALL the pool parties, night clubs, ect.  Everything is great but Lavo day party is amazing.  Table service here is great and they are very attentive.  Starts off as a brunch and the food is pretty good.  The prices are all VERY reasonable for Vegas standards and bottle prices are the best in Vegas.  Beautiful crowd here and the party gets pretty wild after an hour or so.  When they drop the curtains you know its about to go down!  Music here is great and the atmosphere is one of my favorites in Vegas. Def a MUST go and good luck getting in!!!",1,huggingface_baseline
"It was ok. Not worth the hype or the ticket price. Great music. Very talented musicians and overall artists but the content of the show was a bit void of substance. It began to touch on the surface of some interesting ideas but it didn't really follow any of them through making it a bit of a bore. A lot of time wasted with audience participation and walking through the crowd several times throughout the 1.5hr show to pick people out. I get that they are trying to make a commentary on society but it's extremely watered down to the point where it's practically empty of any meaning. Music and special effects was the best part about it, as well as the gimmicky quick thrills used throughout to keep the audience's attention in what was an otherwise boring and uneventful show. \n\nI wonder if the NY version is the same or if this one is specifically dummed down for the people that frequent Vegas vs. the cultured NY theater goers. This same show in NY, Chicago, London or LA would be a joke. I yawned a few times. I get what they were trying to do but they didn't take it all  the way. Fail. A good time, but not worth $75-$200 per ticket.",0,huggingface_baseline
"The food could have been served hotter, the gyro meat could have been moister and more flavorful, the staff could have been a lot more knowledgeable and friendly, and the soda machine could use more carbonation. Too many other Greek food options in town for me to ever consider returning.",0,huggingface_baseline
"I rarely do this but I am changing my 1 * to 4* for BRL thanks to the owner, Jake, who took the time to address my concerns regarding the original outrageous quote I received from them. After getting a better understanding of my needs and revising the quote we were able to get it in-line with my expectations. They went the extra mile and was able to help me install the door on the same day. That's what I call service! I am a fan and may actually become a repeat customer if the need arises. My hats off to Jake for turning a negative into a positive!!!",1,huggingface_baseline
"In 2 words - Great place (for lunch)\nEat there 3 times a week, great service, good food, smiley faces all the time, definetly worth a review. Watch out from spice level 5 and up, they can make u go boom!! :-)",1,huggingface_baseline
"What happened?!?!? This use to be my favorite Mexican spot near campus, but apparently it's heading downhill fast.  Went in for a quick bite around 8, the restaurant was almost empty, but the three servers still seemed way to busy to be bothered with my order.  Ten minutes to take an order is ridiculous.  Once my food finally hit the table, it was another 12 mins before I found the bus boy to track down my server because my order was wrong.  The food is consistently average, but the service is just awful right now.",0,huggingface_baseline
"I've been waiting a few weeks before posting a review because I wanted to be as fair as possible. On the good side, this company was prompt to return my calls & were sort of on time to appear (they came at the very tail end of their time window.)\n\nOn the bad side, they sent someone who didn't speak very much English & he couldn't understand what I wanted to have done on the trees. I was really hoping for a real arborist who could help me understand the different options, but I ended up just pointing and hoping for the best. When I came back after running some quick errands, I found most of my tree on the ground & somehow it still looked as scraggly as it started! I called the owner to complain and he said a) that I didn't know what I was talking about, b) that I was looking for a free trim job, and c) that he could come by to look at it and to tell me that he thought it looked good (his opinion from the few cell phone photos that the trimming guy sent to him.)\n\nThey've been calling every few days to see when they could come and tell me that the tree looks fine, but honestly, I don't think that will help me feel better at all. I don't really want to talk to them again after being so insulted when I was really upset over the bad trim my tree had gotten from them...\n\nMaybe if you speak Spanish and already know everything you need to know about trees, this would be an okay company to try, but I think that the owner should really consider whether or not he should personally meet new clients to better understand their needs and also really, really consider what he says to them.",0,huggingface_baseline
This place is beyond horrible.. Bad experience waitress was rude from the beginning... The shrimp ceviche had a hair in it and they didn't even apologize and still charged us for the food saying the hair was mine... I would never recommend this place to anyone,0,huggingface_baseline
"I found Precision on Groupon, they had a special for a oil change, so I decided to try them & I'm very glad I did.\n\nThanks so much",1,huggingface_baseline
"This courtyard is on the newer side.  It is literally right on the river with lots of dining and shopping options close by.  The rooms were in good shape, decent size bathrooms and beds were comfortable.",1,huggingface_baseline
"I've only had the Arizona bowl and crunch till, but they are both excellent. Service can be a little slow at lunch during the week, but other than they it's a great place.",1,huggingface_baseline
"2.5 stars, barely.  Based on their food alone, they deserve 2 stars.  Lunch specials are drenched in sauce, beef are chewy and not tender, and onion pieces are cut too long that it doesn't fit in one bite.  Egg rolls are huge resembling something that is not an egg roll.  Go to George and Son's in Glendale if you want better Chinese lunches for similar price.  They do serve you tea for free though (although very heavy/dark/non-fresh) that pushes them up to 2.5 stars.",0,huggingface_baseline
SDI is my clients' inspection company of choice as well as mine. Tray Raymond does a great job for my clients time after time and is evident by the repeat business my clients and I do with SDI.  The care Tray shows in explaining findings and offering possible options is important.  Promptly emailing reports the same day and oftentimes within hours of doing the actual inspection is very handy and allows us to respond quickly as needed.   Subcontractor recommendations on SDI's website is also very helpful and shows the company goes the extra mail to service client needs.  \nI have done business with SDI over the past 10 years on a regular basis and  do not hesitate to recommend Scottsdale Desert Inspections to my clients and peer agents for their residential home inspection needs.,1,huggingface_baseline
"Durants I an excellent steak house! It will take you back in time, as the decor is, what do I want to say, outdated, still well kept. You have to walk into the kitchen to get to the restaurant, what an experience, everyone greets you!  My husband & I have been there several times, please try this restaurant, you want be dissapointed.",1,huggingface_baseline
"I have taken my dog here 5 - 6 time. There are plenty of space with three sections,1 big one usually people with big dogs are using, and 2 small ones. It is nice place that you can talk to other dog owners and let your dogs play together. Also It is always pretty clean which means everyone clean after their pets. (I'm sick of dog owners don't clean after their pets but you notice there are surprisingly many of those owners out there, if you take a walk on St. Rose Parkway Trail just nearby this park.)\n\nMy dog is not good at being around too many other dogs so I try to avoid busy times and when I took her after dark one time, I didn't feel safe enough just because there were not enough lights and went home so I with there were more lights at night time. \n\nOther than that, it's a great dog park.",1,huggingface_baseline
"Dear Ross Corporate, \nIn regards to the management at your store located at:\n10625 N 43rd Ave\nPhoenix, AZ 85029\nI arrived at opening (9:30) and shopped around for 50 minutes. I had a mesh umbrella stroller, a diaper bag that is only large enough to fit a diaper and two bottles, and my small purse that only fits my sunglasses and wallet.\nWhen I had finally made it over to the ladies wallets I could hear the entire conversation between the manager, who was hidden from view, and Loss Prevention. They were discussing reviews that had just taken place. As the conversation changed she said to him, \""""Did you see that lady with the baby? I think she stole something.\""""\nThere was 4 other shoppers in the store, I being the only one with a baby.\nThis is unacceptable behavior for management of a department store. Please address Customer Service skills with this store. I do not plan on returning, but would not want anyone else to suffer such remarks from an uncouth manager.",0,huggingface_baseline
"While my stylist was friendly, engaging, and very welcoming, my keratin treatment  was a disaster.  I got the keratin express and the stylist was not thorough enough to get close to the roots and baby hairs.  I asked repeatedly for her to \""""get a little closer\"""" and that she missed some spots, but eventually I just stopped asking because I can't tell someone how to do the entire process.  \n\nAfter washing it about 10 times this morning, most of my hair looks really nice but the roots and baby hairs stick out everywhere.  Anyone can take a straightener to the lengths of the hair, but styling the roots and baby hairs is so challenges (thus I get it treated with keratin).  This is my fourth treatment and I justify the cost and time of the procedure in that I will be spending less time each morning on styling, but now I'm just out of time in both ways.  \n\nI'm calling Modern tomorrow to see how they can remedy this situation. Unfortunately, I live an hour and a half away, so I can't \""""pop\"""" in to get it fixed--coming by would entail a tank of gas plus three hours of travel time.",0,huggingface_baseline
"I honestly didn't see the hype with this place. My friend was ranting and raving how this place was good. When I stepped in , I enjoyed the decor , I thought it looked cool and very modern. I told the dirty blonde at the counter it was my first time and she kind of just gave me a dumbfounded like \""""and?\"""" And I want to know what the funk this place about... Anyhow since the menu was a little intimidating and quite large, I just went with a chicken fettuccine with whatever pasta there was. I felt like this dish was something you can get off the olive garden kiddy menu. Anyhow, this review is a little late but I just thought I'd tell everyone about my experience because \""""I'm sorry\"""" it sucked. We were staying on the strip and I have no idea why we ended up driving to a place 15 minutes from, where I'm pretty sure there are better italian spots in one of the hotels.",0,huggingface_baseline
"I've visited Butterfield's on several occasions, and while I am never let down by the food or the service, I always feel a bit rushed.  Yes, I understand that there are people waiting for tables, and the quicker you can get me out of there and the next table in, the more money you will make, but what happened today was a real disappointment.  \n\nMy daughter and I stopped in for breakfast at 9:15 this morning.  The restaurant was only about 3/4 full so we were seated immediately.  We placed our drink order moments after we were seated, and as soon as our server returned with our drinks we ordered our breakfast.  Our food was served within five minutes.  Everything was prepared exactly as we had requested.  \n\nWe were still enjoying our meal when the bus person stopped by to clear some dishes.  He attempted to take my (two year old) daughter's plate because she was not actively eating it.  I stopped him and said she was still working on it.  He also asked if he could clear my side order of pancakes.  There was still half of the order of on my plate and we had only been eating for about seven minutes.  I told him I was not finished, and he left our table empty handed.  \n\nAbout seven more minutes passed before he returned.  My daughter had eaten every last drop of her kid's chocolate chip pancakes and strip of bacon so he cleared her plate.  He again tried to clear my pancakes plate, despite the fact that I was holding my fork in my hand.  I told him, once more, that we were still working on them.  \n\nOur server came by and offered me another iced tea.  I accepted and asked that she bring the check and a small box for my leftovers.  She returned with the tea, check and take out box moments later.  I told her I needed to take my daughter to the restroom, but that we would be coming back right back to finish up as I handed her my debit card to pay.\n\nWhen we returned to the table it had been completely cleared.  My daughter's orange juice ($3.29 for a kid's size) which was nearly full was gone, as was the untouched iced tea my server had just brought and my side of pancakes.  The take out box with the remainder of my corned beef hash and eggs was sitting on the edge if the table with my check waiting to be signed.  The table had already been set for the next guests.  Unbelievable...We had only been in the restaurant for 31 minutes (from the time we entered the door until we came back to our cleared table)!\n\nIf you removed the obnoxious, overzealous busser from this equation our meal would have been four stars.  It was delicious.  Our server was friendly enough.  She made sure our needs were met and checked on us often.  \n\nI will likely return to give Butterfield's another chance, but if I am EVER rushed like I was today, you can rest assured I will not return.  I hope to be able to update this review with a couple extra stars soon!",0,huggingface_baseline
It's CHIC Fil A...need I say more?  Great food and good prices...all served with a smile and its my pleasure!,1,huggingface_baseline
"The service was ok, but I was hoping for Mexican food. I had the steak chimi, which is supposed to come covered with cheese. It was more like velveeta. The meat was not actual steak, more like a processed steak-like food. The server asked me if I wanted rice or pappas, and looked at me like I was stupid when I asked what pappas were. The chips and salsa were ok, the chips were the really thin tortilla chips like you get at chili's. Not a bad place for yuppy-style Mexican food, but if you're looking for authentic Mexican food look elsewhere.",0,huggingface_baseline
"First time there and thought it was a decent sports bar type place. I had the Jalape\u00f1o Burger. The burger was juicy and above average tasting. I like the toppings and overall flavor, but the bun failed. It was too big and didn't hold up to the burger. Half way through the bottom pretty much disappeared and I was left with the crunchy top part. The skinny fries were very good. The light Thai salad was decent but way over dressed. Good and friendly server who quickly replaced our first order of fries after they came to us cold. He even brought an extra order with our meal. Overall, decent food, good service, but it felt like a soulless corporate place. I would go back but would rather try someplace with more soul and a more unique feel.",0,huggingface_baseline
"Great pub. Great Restaurant.  I got the seafood cakes.  Mostly seafood, not a lot of cake.  Very good.  No Complaints.  Good location.",1,huggingface_baseline
"It's kind of ironic that Red Lobster national advertised on Yelp and yet, their local chain Yelp profiles are so poorly managed.  Oh, well.\n\nI have had an obsession with Red Lobster since I was a wee tot.  Sometimes nothing is better in my mouth than a shrimp.  Let me briefly chronicle my history with the RL:\n\n-Site of my first Caesar Salad\n-Site of my first salad\n-Cheddar Bay Biscuits can cure cancer\n-Cheddar Bay Biscuits in excess probably lead to heart disease\n-Site of my first breaded shrimp and shrimp scampi\n-My birthday destination two years running (shout out to the Archer Road location in Gainesville, FL)\n\nI have been to this location thrice.  The first time was a great date (and no, I didn't dump him because he took to Red Lobster).  Our server's name escapes me, but she was super sweet and fun.  The second time was after a tryst and an excuse to use a gift certificate.  The bartender did a great job of giving me proper biscuit refilling.  My third time was today.  The barhop was serviceable.  I don't think he wanted to be there on a Saturday morning.  Regardless, the biscuits were the best I have had in a while.  Fresh from the oven, the cheese inside stuck to the crumbly sides.  So buttery, so stomach clogging.\n\nNone of the food besides the biscuits is stellar, but honestly, there are no better biscuits to be found anywhere.  Not even Popeye's.  Yea, I went there.",1,huggingface_baseline
"My sister came to visit from Houston so after we visited the Bechtler Museum of Modern Art, we walked down to K.O. Sushi for some take out dinner. It's small b/c it's mostly for take out orders but there are two small sections for seating at the windows. I had a Philly roll and sushi rice that was ready in about 15 minutes. There's a flat screen HD TV you can watch while waiting but I chose to catch up on some Creative Loafing reading. I could tell we had just beat the after work crowd b/c as we were leaving patrons started pouring in. \n\nAll in all, a great place for some take home sushi :-)",1,huggingface_baseline
This buffet is decently priced and has decent food. Nothing spectacular nothing horrid several stations Asian Mexican bbq salad bar Italian your typical Vegas buffet. I honedtly enjoyed the cicis pizza buffet more because I got to order my own pizza varieties.,0,huggingface_baseline
Ein sch\u00f6nes kleines familiengef\u00fchrtes Hotel mit einem sehr guten Fr\u00fchst\u00fcck. Die Zimmer sind einfach aber sehr sauber und es gibt alles was man braucht. Fam. Schuh ist sehr nett und alle leben den Service-Gedanken. Leider wurde das Restaurant gerade umgebaut aber ich freue mich drauf beim n\u00e4chsten mal hier auch zu essen!,1,huggingface_baseline
"I was glad to have finally seen Cher before her show ended. \n\n=)\n\nWe were staying at Encore, just a 15 min walk from the Coliseum but we didn't have time to walk so the cab it was. The Coliseum was fun to look at outside and great to experience the venue with it's rows an rows of seats and the stage design. When we arrived at the box office, we though we were late because we got there when the show was about to start but the box office person told me the show started at 7:15, \""""Cher Time\"""".\n\nI had know idea what was Cher time until he told me, she decides what time the show started and when she starts performing. I was like Wooh, talk about Diva! lol\n\nThroughout the show she performed most of her hits, from the Sonny and Cher to the current. They also showed her life with Sonny, different movie roles and the highs of her career.  Great performance I should say but I wonder if she was lip syncing during the concert.",1,huggingface_baseline
Friendly and speedy service. Fun and clean atmosphere. Food was great. Price was a little high but it is in the same ball park as other competitors. Highly recommend. :),1,huggingface_baseline
"My sons 30th birthday party dinner at El Segundo Sol was Excellent!!  \nThe event planner Natalie that  coordinated the party was professional, well organized and on top of all of our needs.  The servers, Taylor and Alfonso and the rest of the El Segundo Sol team that took care of us didn't miss a beat!   We had our party in the El Medio room which was great for our loud group of 30 Aunts, Uncles and Cousins.  Our group menu  included a great beverage package (beer, white and red sangria, house margaritas, and non-alcoholic beverages) and a great Fajita dinner package (awesome starters, home made guacamole, chips, salsa, Padrone peppers and coarse salt , great tasting chipotle salad, delicious chicken and beef fajitas with all the trimmings, rice, beans, onions, tomatoes, etc., and a combo desert of flan and double layer fudge cake which was to die for).  Thank you El Segundo Sol!!  You made my sons 30th Birthday an exception dinning experience.  We would highly recommend dinning at  El Segundo Sol if you are in Las Vegas!\nThanks again El Segundo Sol Team, Vince.",1,huggingface_baseline
"Las Vegas is all about change. Favorites come and go. Some remain solid and by the time they bid farewell we are left saddened. Then, there are others that were once good, but those days have come and gone. I'm sad to say this happened with Stack at Mirage. Eight years ago it opened with Brian Massie at the helm. The space was beautiful, service was exceptional and the food was everything good ole American comfort food should be, and the playful twists made it fun. Over the years, we've dined at Stack more than any other fine dining restaurant. We loved the relaxed vibe, the stacked waitresses and the classic tunes. The hot rocks, pork chop and lamb shank were outstanding. The bacon cheddar bread? Oh my goodness, we couldn't get enough. We'd return for that alone. \n\nOver time, they no longer offered the bread. The classic rock was replaced by club beats and the prices climbed while quality sank. We noticed a decline about a year ago, and it was confirmed a few months back when we took my husband's cousin out for her birthday. My brother joined us, too, he was eager to try the lamb shank he's heard so much about. I even called beforehand to confirm it was still be served. You can imagine our disappointment when we couldn't locate it on the menu. We waived down our waiter and sure enough, it's been eliminated. This was likely the sign to leave, but we ignored it. We've always been pleased with the steak selection and everyone but me opted to go that route. I chose the halibut ($42). \n\nWe started with hot rocks ($21) they were still excellent. The Spicy Crab ($21) was a new item and it didn't pack any punch. It left us pretty underwhelmed. \n\nWe've enjoyed the porterhouse for two at Brand. We expected the same quality here at Stack but it fell a bit flat ($96). It was plenty for two to share, but it wasn't as flavorful or tender as we know it could be. We also shared tater tots ($11) and roasted mushrooms ($9). The tots used to have pieces of rich smoky bacon and cheese would ooze when you'd bite into eat tot. That's not the case anymore. \n\nThis was my brother's first fine dining experience. he went all out and ordered the porterhouse ($62). I wish I could say he was able to reap the perks and find the value of a quality piece of meat. It was very average at best. He was disappointed and I was bummed for him.\n\nMy halibut was the best dish of the evening, the exception being the hot rocks. The halibut was nicely prepared with a hard sear and it was very fresh.\n\nAfter finishing that meal, the warm comforting mahogany walls suddenly felt somber. A longtime favorite had faded. We knew we wouldn't be back. We suspect it would soon shutter. I didn't see it surviving long after the opening of Tom Colicchio's Heritage Steak. I haven't heard any news of it closing, but I certainly wouldn't be surprised if it did.",0,huggingface_baseline
"Had my sons 5th bday party here and it was the worst experience ever. I was in tears at the end. Very disorganized and no customer service skills. Our assigned party host didn't do anything for us. I had to serve the pizza and hand it out myself, I had to hand out the cake, and she forgot to do drinks until after the pizza was done!!! For the cake, I misplaced the candles I brought and was searching everywhere for them, she finally said \""""I have the candles.\"""" I waited for 3 minutes quietly until I had to ask her if she could oh get the candles! Duh, there's a bunch of 5 yr olds waiting for cake! At some point she even asked me what she can do to help! I'm thinking shouldn't you know what to do if you're the host?!?!?! My guests, my family and I were so appalled and so embarrassed! And yes I did complain at the end!",0,huggingface_baseline
"For those who have spent time in CA like me their thin crust NY is very similar to Amicis, and that's a good thing.  It has that style and that level of quality, at a reduced price.  The personal is $9 plus toppings which is a deal in comparison.  Service was some of the best I've encountered, even in cities where service is king like Vegas and Orlando. Its not truly a unique NY pizza joint but I can see that conisistency and quality will keep me coming back.",1,huggingface_baseline
"I hate Fremont Street Experience, but tourists love it.  Why not experience the pinnacle of 1970's technology coupled with music from the 1980's.  Blech.  About the only good thing about this place is the once an hour when they put on the show and everyone freezes, making it easier to walk to your destination.  Can't believe so many old people will actively dance to pre-recorded music as if it's live.",0,huggingface_baseline
